sourceInstance,targetInstance,linkTypeName,sourceObjectType,targetObjectType,linkTypeCategory,source_url
SUNY Polytechnic Institute - NanoFab North (NFN) - SiC Line project capital expenditure (SEMI WFF),SUNY Polytechnic Institute - NanoFab North (NFN) - SiC Line,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
SUNY Polytechnic Institute - NanoFab East (NFE) project capital expenditure (SEMI WFF),SUNY Polytechnic Institute - NanoFab East (NFE),资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
SUNY Polytechnic Institute - NanoFab Central (NFC) project capital expenditure (SEMI WFF),SUNY Polytechnic Institute - NanoFab Central (NFC),资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
Suzhou Etern-Laser - Suzhou project capital expenditure (SEMI WFF),Suzhou Etern-Laser - Suzhou,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
Texas Instruments - DHC (Dallas Heater Chip) Line project capital expenditure (SEMI WFF),Texas Instruments - DHC (Dallas Heater Chip) Line,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
Texas Instruments - DMOS 6 300mm GaN Pilot Line project capital expenditure (SEMI WFF),Texas Instruments - DMOS 6 300mm GaN Pilot Line,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
TNO - Photonic Chip Pilot Line project capital expenditure (SEMI WFF),TNO - Photonic Chip Pilot Line,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Project Spending
Toshiba (TDSC) - Kaga R&D building project capital expenditure (SEMI WFF),Toshiba (TDSC) - Kaga R&D building,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
TSMC - Fab 12 Phase 9 (was R2) project capital expenditure (SEMI WFF),TSMC - Fab 12 Phase 9 (was R2),资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Project Spending
TSMC - Japan Tsukuba 3D IC R&D Center project capital expenditure (SEMI WFF),TSMC - Japan Tsukuba 3D IC R&D Center,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University - Alberta - nanoFAB project capital expenditure (SEMI WFF),University - Alberta - nanoFAB,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University - Bilkent (Ankara) - UNAM cleanroom facility (UCF) project capital expenditure (SEMI WFF),University - Bilkent (Ankara) - UNAM cleanroom facility (UCF),资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
"University - Cardiff University, School of Physics and Astronomy - Optoelectronics Cleanroom project capital expenditure (SEMI WFF)","University - Cardiff University, School of Physics and Astronomy - Optoelectronics Cleanroom",资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University - Chalmers University of Technology - MC2 project capital expenditure (SEMI WFF),University - Chalmers University of Technology - MC2,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University - Cornell University - CNF at Duffield Hall project capital expenditure (SEMI WFF),University - Cornell University - CNF at Duffield Hall,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University - Louisiana State University - N/A project capital expenditure (SEMI WFF),University - Louisiana State University - N/A,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University - Meiji University - Nano Technology Lab project capital expenditure (SEMI WFF),University - Meiji University - Nano Technology Lab,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University - MIT (Massachusetts Institute of Technology) - Microelectronics Laboratory (ML) project capital expenditure (SEMI WFF),University - MIT (Massachusetts Institute of Technology) - Microelectronics Laboratory (ML),资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University - MIT (Massachusetts Institute of Technology) - CSL-MIF (Compound Semiconductor Lab / Microelectronics IntegrationFacility) project capital expenditure (SEMI WFF),University - MIT (Massachusetts Institute of Technology) - CSL-MIF (Compound Semiconductor Lab / Microelectronics IntegrationFacility),资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Project Spending
University - Penn State - Nanofab project capital expenditure (SEMI WFF),University - Penn State - Nanofab,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University - Politecnico di Milano - PoliFab 150mm (micro and nano technology center) project capital expenditure (SEMI WFF),University - Politecnico di Milano - PoliFab 150mm (micro and nano technology center),资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University - Politecnico di Milano - Research Center for Advanced Sensors project capital expenditure (SEMI WFF),University - Politecnico di Milano - Research Center for Advanced Sensors,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University - Purdue - Scifres Nanofabrication Laboratory (SNL) project capital expenditure (SEMI WFF),University - Purdue - Scifres Nanofabrication Laboratory (SNL),资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University - Ritsumeikan University - 研发 project capital expenditure (SEMI WFF),University - Ritsumeikan University - 研发,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University - Technical University of Braunschweig - N/A project capital expenditure (SEMI WFF),University - Technical University of Braunschweig - N/A,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University - Technical University of Denmark - Danchip project capital expenditure (SEMI WFF),University - Technical University of Denmark - Danchip,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University - Tohoku University - Center for Integrated NanoTechnology Support project capital expenditure (SEMI WFF),University - Tohoku University - Center for Integrated NanoTechnology Support,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University - Tohoku University - GINTI project capital expenditure (SEMI WFF),University - Tohoku University - GINTI,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University - Tsing Hua University - N/A project capital expenditure (SEMI WFF),University - Tsing Hua University - N/A,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University - Vanderbilt University - VINSE (Vanderbilt Institute of Nanoscale Science and Engineering) project capital expenditure (SEMI WFF),University - Vanderbilt University - VINSE (Vanderbilt Institute of Nanoscale Science and Engineering),资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University of California at Berkeley - Marvell Nanolab project capital expenditure (SEMI WFF),University of California at Berkeley - Marvell Nanolab,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University of Glasgow - James Watt Nanofabrication Centre project capital expenditure (SEMI WFF),University of Glasgow - James Watt Nanofabrication Centre,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University of Illinois at Urbana-Champaign - Nano Lab - ECE Illinois project capital expenditure (SEMI WFF),University of Illinois at Urbana-Champaign - Nano Lab - ECE Illinois,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University of Michigan - LNF (Lurie Nanofabrication Facility) project capital expenditure (SEMI WFF),University of Michigan - LNF (Lurie Nanofabrication Facility),资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University of Notre Dame - NDNF (Notre Dame Nanofab Facility) project capital expenditure (SEMI WFF),University of Notre Dame - NDNF (Notre Dame Nanofab Facility),资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University of Texas at Dallas - Cleanroom Research Laboratory project capital expenditure (SEMI WFF),University of Texas at Dallas - Cleanroom Research Laboratory,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University of Tokyo - NANOBIC project capital expenditure (SEMI WFF),University of Tokyo - NANOBIC,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
University of Trondheim - NTNU NanoLab project capital expenditure (SEMI WFF),University of Trondheim - NTNU NanoLab,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
Yangzhou Zhongke Semiconductor Lighting Center Co. Ltd - Lighting center project capital expenditure (SEMI WFF),Yangzhou Zhongke Semiconductor Lighting Center Co. Ltd - Lighting center,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
Zhuzhou CRRC Times Electric - 6-inch SiC Line project capital expenditure (SEMI WFF),Zhuzhou CRRC Times Electric - 6-inch SiC Line,资本开支统计对象研发中试工厂,资本开支,研发中试工厂,统计对象,SEMI_WFF_2026_1Q.xlsx#Company Detail
