nameCn,nameEn,objectTypeName,description,property.capex_amount,property.currency,property.period,property.capex_category,property.region,property.capacity_or_technology_purpose,property.data_source,property.company_name,property.previous_period_value,property.next_period_value,property.facility_name,property.facility_record_id,property.source_sheet,source_url
LandMark Optoelectronics Corporation - Tainan fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,15,USD million,project,project_total_cost,中国台湾,EPI,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,LandMark Optoelectronics Corporation,,,LandMark Optoelectronics Corporation - Tainan fab,3816,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
LandMark Optoelectronics Corporation - Tainan fab 2 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,38,USD million,project,project_total_cost,中国台湾,EPI,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,LandMark Optoelectronics Corporation,,,LandMark Optoelectronics Corporation - Tainan fab 2,4987,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"LAPIS Semiconductor Co, Ltd - SiC Fab project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,18,USD million,project,project_total_cost,日本,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"LAPIS Semiconductor Co, Ltd",,,"LAPIS Semiconductor Co, Ltd - SiC Fab",5047,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"LAPIS Semiconductor Co, Ltd - S-2 project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,124.5,USD million,project,project_total_cost,日本,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"LAPIS Semiconductor Co, Ltd",,,"LAPIS Semiconductor Co, Ltd - S-2",749,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"LAPIS Semiconductor Co, Ltd - M1 project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,150,USD million,project,project_total_cost,日本,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"LAPIS Semiconductor Co, Ltd",,,"LAPIS Semiconductor Co, Ltd - M1",753,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"LAPIS Semiconductor Co, Ltd - Miyazaki Fab 2 (6 inch SiC Line) project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,315,USD million,project,project_total_cost,日本,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"LAPIS Semiconductor Co, Ltd",,,"LAPIS Semiconductor Co, Ltd - Miyazaki Fab 2 (6 inch SiC Line)",6508,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Lasertel Inc. - Fab 2 (Innovation Park) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,70,USD million,project,project_total_cost,美洲,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Lasertel Inc.,,,Lasertel Inc. - Fab 2 (Innovation Park),6269,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Lasertel Inc. - Fab 1 (Casa Grande) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,10,USD million,project,project_total_cost,美洲,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Lasertel Inc.,,,Lasertel Inc. - Fab 1 (Casa Grande),3487,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Lattice Power Corporation - Nanchang fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,35,USD million,project,project_total_cost,中国,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Lattice Power Corporation,,,Lattice Power Corporation - Nanchang fab,3155,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Lawrence Livermore Labs - N/A project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,45,USD million,project,project_total_cost,美洲,Other,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Lawrence Livermore Labs,,,Lawrence Livermore Labs - N/A,456,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Leister Process Technologies - Axetris Division - Axetris project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,12,USD million,project,project_total_cost,Europe & Mideast,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Leister Process Technologies - Axetris Division,,,Leister Process Technologies - Axetris Division - Axetris,3272,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
LETI - PFP (Plate Forme Photonique) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,45,USD million,project,project_total_cost,Europe & Mideast,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,LETI,,,LETI - PFP (Plate Forme Photonique),3809,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
LETI - 200mm CMOS line Building 41 (Nanotec 200&300) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,75,USD million,project,project_total_cost,Europe & Mideast,Other,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,LETI,,,LETI - 200mm CMOS line Building 41 (Nanotec 200&300),1443,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
LETI - 3D Integration Building 41 (was 300mm CMOS line) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,250,USD million,project,project_total_cost,Europe & Mideast,Other,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,LETI,,,LETI - 3D Integration Building 41 (was 300mm CMOS line),2091,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
LETI - MEMS 200 (Building 52) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,132,USD million,project,project_total_cost,Europe & Mideast,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,LETI,,,LETI - MEMS 200 (Building 52),2251,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Linear Integrated Systems - Fab 1 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,25,USD million,project,project_total_cost,美洲,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Linear Integrated Systems,,,Linear Integrated Systems - Fab 1,2461,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Lishan Microelectronics - 4"" line project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,20,USD million,project,project_total_cost,中国,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Lishan Microelectronics,,,"Lishan Microelectronics - 4"" line",3107,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Littelfuse - Wuxi fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,11,USD million,project,project_total_cost,中国,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Littelfuse,,,Littelfuse - Wuxi fab,2440,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Littelfuse - Dortmund (will be Littelfuse on 12/31/24) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,34,USD million,project,project_total_cost,Europe & Mideast,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Littelfuse,,,Littelfuse - Dortmund (will be Littelfuse on 12/31/24),148,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Lumentum - Caswell fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,26,USD million,project,project_total_cost,Europe & Mideast,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Lumentum,,,Lumentum - Caswell fab,2007,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
LuxNet Corporation - Hejiang fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,24,USD million,project,project_total_cost,中国台湾,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,LuxNet Corporation,,,LuxNet Corporation - Hejiang fab,3821,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
LuxtalTek Corporation - Dongguan fab (Luxtaltek) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,14,USD million,project,project_total_cost,中国,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,LuxtalTek Corporation,,,LuxtalTek Corporation - Dongguan fab (Luxtaltek),3598,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
LuxtalTek Corporation - Chunan Factory project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,15,USD million,project,project_total_cost,中国台湾,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,LuxtalTek Corporation,,,LuxtalTek Corporation - Chunan Factory,3052,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Lynred (was ULIS) - Development and Production (Was Sofradir) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,12,USD million,project,project_total_cost,Europe & Mideast,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Lynred (was ULIS),,,Lynred (was ULIS) - Development and Production (Was Sofradir),3609,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Lynred (was ULIS) - Fab 2  (was ULIS) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,24,USD million,project,project_total_cost,Europe & Mideast,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Lynred (was ULIS),,,Lynred (was ULIS) - Fab 2  (was ULIS),3509,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Lynred (was ULIS) - Fab 1 (was ULIS) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,40,USD million,project,project_total_cost,Europe & Mideast,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Lynred (was ULIS),,,Lynred (was ULIS) - Fab 1 (was ULIS),3508,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
MACOM - RTP Fab (100mm line) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,20,USD million,project,project_total_cost,美洲,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,MACOM,,,MACOM - RTP Fab (100mm line),634,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"MACOM - Ann Arbor (was Luna, was Picometrix) project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,25,USD million,project,project_total_cost,美洲,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,MACOM,,,"MACOM - Ann Arbor (was Luna, was Picometrix)",3148,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Macronix International Co., Ltd. (MXIC) - Fab 5 (3D NAND) project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,1867,USD million,project,project_total_cost,中国台湾,Memory,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"Macronix International Co., Ltd. (MXIC)",,,"Macronix International Co., Ltd. (MXIC) - Fab 5 (3D NAND)",5094,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
MagnaChip - F 3 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,20,USD million,project,project_total_cost,韩国,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,MagnaChip,,,MagnaChip - F 3,464,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Masdar Institute of Science and Technology - Micro-fabrication laboratory project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,55,USD million,project,project_total_cost,Europe & Mideast,Other,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Masdar Institute of Science and Technology,,,Masdar Institute of Science and Technology - Micro-fabrication laboratory,3571,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Masimo Semiconductor Inc - Hudson fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,15,USD million,project,project_total_cost,美洲,EPI,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Masimo Semiconductor Inc,,,Masimo Semiconductor Inc - Hudson fab,2317,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Measurement Specialties (MEAS) - N/A project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,10,USD million,project,project_total_cost,美洲,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Measurement Specialties (MEAS),,,Measurement Specialties (MEAS) - N/A,366,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Memscap S.A. - North Carolina project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,10,USD million,project,project_total_cost,美洲,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Memscap S.A.,,,Memscap S.A. - North Carolina,2150,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
MEMS-Foundry - MEMS-Foundry (division of HTE-Labs) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,12,USD million,project,project_total_cost,美洲,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,MEMS-Foundry,,,MEMS-Foundry - MEMS-Foundry (division of HTE-Labs),5026,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
MEMSRight - MEMS Right project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,25,USD million,project,project_total_cost,中国,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,MEMSRight,,,MEMSRight - MEMS Right,3795,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Mfab Co. Ltd. - 6"" line project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,15,USD million,project,project_total_cost,中国,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Mfab Co. Ltd.,,,"Mfab Co. Ltd. - 6"" line",6139,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Microchip - Fab 4 (Gresham) (was Fujitsu in 2002) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,825,USD million,project,project_total_cost,美洲,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Microchip,,,Microchip - Fab 4 (Gresham) (was Fujitsu in 2002),184,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Microchip - Fab 2 (Tempe) (was DEC, was GTE) project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,25,USD million,project,project_total_cost,美洲,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Microchip,,,"Microchip - Fab 2 (Tempe) (was DEC, was GTE)",1605,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Microchip - Beverly (was Microsemi until 2Q18, was Symmetricom) project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,30,USD million,project,project_total_cost,美洲,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Microchip,,,"Microchip - Beverly (was Microsemi until 2Q18, was Symmetricom)",3805,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Microchip - Garden Grove (was Microsemi until 2Q18, was Linfinity Microelectronics) project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,16,USD million,project,project_total_cost,美洲,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Microchip,,,"Microchip - Garden Grove (was Microsemi until 2Q18, was Linfinity Microelectronics)",983,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Microchip - Lowell (was Microsemi until 2Q18) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,35,USD million,project,project_total_cost,美洲,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Microchip,,,Microchip - Lowell (was Microsemi until 2Q18),3550,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Microchip - SiC Fab Expansion project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,890,USD million,project,project_total_cost,美洲,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Microchip,,,Microchip - SiC Fab Expansion,6437,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
microFAB - Bremen fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,20,USD million,project,project_total_cost,Europe & Mideast,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,microFAB,,,microFAB - Bremen fab,3798,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Microfabrica - EFAB project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,35,USD million,project,project_total_cost,美洲,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Microfabrica,,,Microfabrica - EFAB,2356,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Micron - Fab 6 (MTV DRAM) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,1800,USD million,project,project_total_cost,美洲,Memory,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Micron,,,Micron - Fab 6 (MTV DRAM),1654,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
